0.003,0.001,0.001,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.001,0.0,0.002,0.001,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.004,0.002,0.002,0.003,0.004,0.003,0.001,0.003,0.005,0.003,0.002,0.002,0.002,0.002,0.0,0.003,0.0,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.003,0.002,0.001,0.002,0.003,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,0.001,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.014,0.018,0.017,0.01,0.006,0.004,0.002,0.001,0.002,0.001,0.053,0.072,0.054,0.038,0.026,0.024,0.017,0.011,0.01,0.006,0.0,0.004,0.002,0.002,0.006,-0.002,-0.002,-0.002,-0.004,-0.003,0.001,0.001,0.001,0.005,0.006,0.006,0.01,0.006,0.006,0.007,0.009,0.009,0.01,0.01,0.01,0.012,0.011,0.014,0.019,0.014,0.012,0.012,0.01,0.01,0.012,0.013,0.013,0.013,0.014,0.014,0.017,-0.006,-0.036,-0.021,-0.012,-0.004,0.0,0.003,0.006,0.01,0.012,0.014,0.014,0.014,0.012,0.014,0.014,0.014,0.012,0.013,0.012,0.013,0.013,0.01,0.01,0.008,0.01,0.01,0.007,0.007,0.006,0.006,0.006,0.004,0.003,0.006,0.003,0.004,0.004,0.003,0.002,0.003,0.004,0.004,0.002,0.001,0.002,0.002,0.004,0.001,0.002
0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.002,0.002,0.003,0.002,0.002,0.004,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.003,0.002,0.001,0.002,0.001,0.001,0.002,0.003,0.003,0.001,0.002,0.003,0.003,0.002,0.003,0.005,0.003,0.003,0.003,0.004,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.004,0.003,0.001,0.003,0.002,0.002,0.002,0.002,0.003,0.001,0.004,0.002,0.001,0.002,0.002,0.002,0.002,0.0,0.002,0.001,0.002,0.003,0.003,0.002,0.002,0.002,0.001,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.006,0.023,0.02,0.012,0.007,0.005,0.002,0.001,0.0,-0.002,-0.001,0.0,-0.001,-0.002,-0.001,-0.002,-0.002,-0.001,0.0,-0.002,0.0,0.0,0.0,0.002,0.002,0.001,0.002,0.0,0.001,0.001,0.001,0.002,0.005,0.004,0.003,0.004,0.004,0.002,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.0,0.002,0.003,0.002,0.0,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.007,0.01,0.007
0.004,0.003,0.003,0.002,0.005,0.006,0.004,0.002,0.002,0.002,0.002,0.002,0.001,0.0,0.001,0.001,0.001,0.003,0.002,0.001,-0.001,0.0,0.0,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.0,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.002,0.001,0.0,0.001,0.002,0.001,0.0,0.0,0.0,0.002,0.002,0.001,0.001,0.003,0.003,0.004,0.004,0.002,0.002,0.002,0.001,0.003,0.003,0.005,0.003,0.002,0.001,0.002,0.002,0.003,0.002,0.005,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.004,0.001,0.002,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.01,0.01,0.008,0.006,0.006,0.004,0.041,0.06,0.047,0.035,0.023,0.021,0.012,0.007,0.005,0.002,-0.002,-0.002,0.0,-0.001,-0.002,-0.003,-0.004,-0.003,-0.002,-0.002,0.001,0.014,0.013,0.016,0.009,0.006,0.01,0.006,0.004,0.002,0.003,0.003,0.003,0.005,0.006,0.006,0.006,0.007,0.009,0.01,0.01,0.008,0.008,0.007,0.006,0.007,0.009,0.01,0.007,0.008,0.009,-0.024,-0.026,-0.016,-0.01,-0.004,0.0,0.004,0.007,0.01,0.01,0.012,0.014,0.012,0.014,0.013,0.014,0.014,0.011,0.011,0.011,0.013,0.012,0.008,0.008,0.009,0.008,0.009,0.007,0.006,0.006,0.006,0.006,0.004,0.005,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.001,0.0,0.0,0.0,0.001,0.002,0.003,0.001
0.002,0.001,0.002,0.001,0.004,0.003,0.003,0.001,0.001,0.002,0.002,0.002,0.0,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.0,0.001,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.005,0.006,0.006,0.004,0.002,0.002,0.001,0.0,-0.001,0.001,0.002,0.001,0.003,0.002,0.002,0.001,0.001,0.001,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.002,0.004,0.003,0.002,0.004,0.003,0.003,0.002,0.001,0.002,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.0,0.002,0.002,0.001,0.001,0.002,0.003,0.002,0.002,0.002,0.003,0.009,0.01,0.006,0.006,0.06,0.068,0.053,0.039,0.027,0.023,0.017,0.01,0.01,0.006,0.003,0.002,0.003,0.003,0.002,0.004,-0.003,-0.002,-0.004,-0.001,0.0,0.0,0.004,0.006,0.003,0.006,0.01,0.006,0.006,0.006,0.006,0.009,0.01,0.009,0.01,0.01,0.01,0.013,0.016,0.015,0.013,0.01,0.01,0.012,0.01,0.012,0.014,0.013,0.013,0.013,0.013,-0.022,-0.03,-0.018,-0.014,-0.003,-0.001,0.003,0.005,0.01,0.01,0.014,0.013,0.014,0.013,0.012,0.015,0.013,0.01,0.011,0.01,0.013,0.013,0.01,0.009,0.008,0.008,0.009,0.008,0.006,0.006,0.007,0.006,0.004,0.005,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.002,-0.001,0.0,0.002,0.002
0.012,0.006,0.003,0.002,0.001,-0.001,-0.002,0.0,-0.003,-0.006,-0.003,-0.003,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.001,0.002,0.0,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.004,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.003,0.002,0.002,0.0,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.005,0.004,0.004,0.004,0.002,0.005,0.004,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.005,0.005,0.004,0.003,0.001,0.003,0.01,0.011,0.007,0.006,0.006,0.004,0.002,0.0,0.0,-0.001,0.0,0.025,0.024,0.017,0.009,0.006,0.002,0.0,-0.002,-0.002,-0.002,-0.003,-0.004,-0.006,-0.004,-0.003,-0.004,-0.002,-0.002,-0.002,-0.002,-0.002,0.0,-0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.002,0.001,0.001,0.001,0.003,0.003,0.002,0.003,0.005,0.004,0.001,0.003,0.003,0.004,0.003,0.003,0.005,0.005,0.004,0.003,0.003,0.003,0.004,0.002,0.003,0.002,0.005,0.006,0.002,0.003,0.001,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.003,0.001,0.002,0.004,0.004,0.002,0.003,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.004,0.003,0.002,0.003,0.002,0.003,0.004,0.004,0.004,0.003,0.001,0.002,0.003,0.003,0.004
0.002,0.003,0.002,0.003,0.003,0.001,0.003,0.003,0.003,0.004,0.004,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.002,0.002,0.0,0.002,0.002,0.003,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.001,0.002,0.002,0.003,0.003,0.01,0.01,0.006,0.006,0.004,0.003,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.029,0.031,0.021,0.013,0.006,0.004,0.004,0.002,-0.002,-0.002,-0.001,-0.003,-0.003,-0.002,-0.004,-0.004,-0.005,-0.003,-0.002,-0.002,-0.001,0.0,0.001,0.001,0.002,0.0,0.002,0.002,-0.001,0.01,0.012,0.01,0.006,0.004,0.002,0.001,0.001,0.0,0.0,0.001,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.004,0.003,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.004,0.003,0.004,0.002,0.002,0.002,0.003,0.003,0.002,0.005,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0.001,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.0,0.002,0.002,0.002,0.004,0.004,0.002
0.003,0.002,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.001,0.0,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.001,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.002,0.002,0.004,0.004,0.002,0.005,0.003,0.002,0.003,0.002,0.001,0.001,0.002,0.003,0.0,0.002,0.005,0.005,0.002,0.0,0.001,0.002,0.001,0.002,0.002,0.001,0.022,0.021,0.014,0.009,0.006,0.005,0.002,0.0,0.0,0.001,-0.002,-0.002,-0.001,-0.002,-0.003,-0.003,-0.002,-0.001,-0.002,-0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.001,0.002,0.0,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.004,0.004,0.002,0.002,0.001,0.003,0.003,0.006,0.01,0.01,0.007,0.004,0.003,0.0,-0.001,-0.001,0.0,0.0,-0.001,0.0,0.001,0.0,0.0,0.001,0.002,0.001,0.0,0.001,0.001,0.003,0.002,0.0,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.003
0.002,0.002,0.002,0.0,0.002,0.002,0.0,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.004,0.003,0.001,0.002,0.003,0.003,0.002,0.001,0.002,0.002,0.003,0.003,0.004,0.002,0.003,0.004,0.003,0.004,0.004,0.002,0.002,0.002,0.003,0.002,0.001,0.003,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.002,0.016,0.014,0.012,0.006,0.006,0.004,0.004,0.0,0.002,0.001,0.0,-0.001,0.0,-0.001,0.0,0.0,0.0,-0.001,-0.001,0.0,-0.001,0.001,0.0,0.0,0.002,0.002,0.002,0.001,0.001,0.003,0.001,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.006,0.005,0.006,0.021,0.021,0.013,0.006,0.004,0.002,0.001,0.0,-0.002,-0.001,-0.003,-0.002,-0.001,-0.002,-0.002,-0.002,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.002,0.002,0.003,0.001,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.003,0.004,0.003,0.004,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.003,0.003,0.001,0.001,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.001,0.002,0.001,0.002,0.002,0.004,0.003,0.002,0.004,0.004,0.002,0.002,0.0,0.001,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.002,0.001
0.003,0.002,0.002,0.002,0.003,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.0,0.002,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.001,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.0,0.001,0.002,0.002,0.002,0.001,0.001,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.001,0.002,0.001,0.001,0.003,0.003,0.002,0.002,0.002,0.003,0.005,0.003,0.002,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.0,0.003,0.004,0.003,0.003,0.01,0.022,0.018,0.01,0.006,0.003,0.002,0.001,0.001,0.001,0.0,-0.002,-0.003,-0.002,-0.002,0.0,-0.002,-0.001,-0.002,-0.001,-0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.004,0.004,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.001,0.003,0.002,0.001,0.003,0.003,0.002,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.003,0.004,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.001
0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.004,0.002,0.001,0.002,0.001,0.0,0.001,0.003,0.003,0.002,0.001,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.006,0.003,0.002,0.002,0.003,0.005,0.005,0.003,0.002,0.003,0.003,0.0,0.0,0.001,0.002,0.003,0.002,0.002,0.001,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.0,0.0,0.002,0.003,0.002,0.002,0.001,0.003,0.004,0.004,0.002,0.002,0.004,0.003,0.001,0.002,0.002,0.004,0.003,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.003,0.001,0.002,0.003,0.003,0.002,0.002,0.001,0.001,0.0,0.0,0.001,0.014,0.012,0.009,0.006,0.004,0.003,0.042,0.07,0.056,0.038,0.031,0.026,0.019,0.029,0.013,0.004,0.001,0.0,-0.001,0.007,0.006,0.006,0.002,-0.002,0.0,0.002,0.002,0.002,0.002,0.0,0.002,0.005,0.004,0.006,0.008,0.006,0.008,0.01,0.008,0.01,0.015,0.012,0.012,0.011,0.01,0.011,0.01,0.014,0.012,0.012,0.013,0.018,0.014,0.024,0.014,0.012,0.013,0.001,-0.038,-0.023,-0.013,-0.004,-0.001,0.004,0.006,0.01,0.013,0.014,0.014,0.014,0.014,0.017,0.017,0.016,0.014,0.012,0.012,0.015,0.014,0.01,0.007,0.009,0.008,0.01,0.006,0.006,0.006,0.006,0.006,0.004,0.004,0.002,0.003,0.005,0.004,0.002,0.003,0.004,0.004,0.003,0.003,0.003,0.001,0.0,0.003,0.002,0.002
